subgraph,freq,n_atoms,examples
c1:c:c:c:c:c:1,0.78106,6,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1
c:c:c:c(:c):c,0.11514,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1
c:c:c:c-S=O,0.11512,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c:c:c-C-N(-C)-C,0.11458,8,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
c:c:c:c(:c)-C(=O)-N-C,0.1145,9,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2
c:c:c-N-C-C-C,0.11416,7,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c:c:c:c-S(=O)=O,0.11404,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c(:c)-S(=O)=O,0.11386,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
C-C-C-N-C(-C)=O,0.11376,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F
c:c:c(-Cl):c:c,0.11374,6,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1
c:c:c(:c)-C-N-C=O,0.11364,8,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1
Cl-c1:c:c:c:c:c:1,0.11306,7,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1
C-C-N-C(=O)-C-C,0.11264,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c:c:c:c-C-C-N,0.1123,7,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c:c:c(:c)-S=O,0.11096,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c-S(-N)(=O)=O,0.1102,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c:c(:c)-S(=O)=O,0.10992,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c:c:c:c:c,0.10988,6,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12
c:c:c:c(:c)-S=O,0.10828,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
C-N-C-c:c:c:c:c,0.10804,8,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
C-C-C-N(-C)-C-C,0.10786,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1
c:c(:c)-C(=O)-N-C-C,0.10774,8,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
c:c(:c)-C-N(-C)-C-C,0.1077,8,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
c:c:c(:c):c:c,0.10754,6,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12
c:c:c:c(:c)-S(=O)=O,0.10724,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
C-N-C-c(:c):c:c:c,0.10704,8,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
C-C-C(-C)-C-N,0.10702,6,CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;N#Cc1cncnc1NCC(CC(=O)O)C1CC1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1
c:c:c(:c)-N-C,0.10686,6,COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;COCCNC(=O)N(C)CCCNc1ccccc1;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21
c:c(:c)-C-N(-C)-C,0.10678,7,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
C-C-N(-C)-C(-C)=O,0.10674,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c:c:c:c:c-C-N-C=O,0.10622,9,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
c:c:c:c:c-S=O,0.10562,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
C-N-C-C-N-C=O,0.10548,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
c:c:c:c(:c)-C-N-C=O,0.10522,9,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
c:c:c(:c)-C-N-C-C-C,0.10466,9,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1
c:c:c:c:c-S(=O)=O,0.10456,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c1:c:c:c:c:c:1,0.10446,7,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1
c:c:c(:c:c)-S=O,0.10444,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
O=S-c1:c:c:c:c:c:1,0.10444,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c-S(-N)=O,0.10432,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
c:c:c-S(-N)(=O)=O,0.10432,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
c:c:c(-C-N-C):c:c,0.10414,8,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2
C-C-N(-C)-C-C-N,0.10402,7,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21
c:c:c:c(:c)-N-C,0.10398,7,COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;COCCNC(=O)N(C)CCCNc1ccccc1;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21
c:c:c(:c:c)-S(=O)=O,0.1034,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
O=S(=O)-c1:c:c:c:c:c:1,0.1034,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c(:c:c)-N-C,0.10316,7,COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;COCCNC(=O)N(C)CCCNc1ccccc1;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21
c:c:c(:c:c)-C(=O)-N-C,0.10302,9,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2
C-N-C-c(:c:c):c:c,0.10274,8,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1
c-C(=O)-N(-C)-C,0.10232,6,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;O=C(c1ncc[nH]1)N1CCC(c2n[nH]c(=O)o2)CC1
c:c(:c)-S(-N)(=O)=O,0.10116,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c(:c)-S(-N)=O,0.10116,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c-S-N,0.10114,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
c:c:c:c-S(-N)=O,0.1011,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
c:c:c:c-S(-N)(=O)=O,0.1011,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1
c:c:c:c:c-C-C-N,0.101,8,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c-C-N-C-C-N,0.10092,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
c:c:c:c-N-C-C-C,0.10068,8,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1
